,Rank,Club,Country,Level,Elo
3,4,Bayern,GER,1,1947.40515137
12,13,Dortmund,GER,1,1826.00793457
18,19,RB Leipzig,GER,1,1784.65209961
21,22,Leverkusen,GER,1,1764.07214355
26,27,Frankfurt,GER,1,1748.74304199
35,36,Hoffenheim,GER,1,1730.12890625
38,39,Werder,GER,1,1720.4855957
44,45,Wolfsburg,GER,1,1707.35192871
47,48,Gladbach,GER,1,1696.69543457
69,70,Mainz,GER,1,1653.11328125
71,72,Schalke,GER,1,1649.54797363
76,77,Hertha,GER,1,1640.08361816
93,94,Duesseldorf,GER,1,1607.18457031
97,98,Freiburg,GER,1,1599.06323242
100,None,Augsburg,GER,1,1594.44909668
116,None,Koeln,GER,1,1571.43151855
146,None,Union Berlin,GER,1,1540.54345703
185,None,Paderborn,GER,1,1502.06726074
