,Rank,Club,Country,Level,Elo
5,6,Bayern,GER,1,1895.94091797
12,13,Werder,GER,1,1818.77844238
19,20,Stuttgart,GER,1,1785.86035156
24,25,Schalke,GER,1,1780.86035156
29,30,Dortmund,GER,1,1752.02185059
30,31,Wolfsburg,GER,1,1750.15612793
32,33,Leverkusen,GER,1,1748.47973633
37,38,Hamburg,GER,1,1740.91296387
65,66,Hoffenheim,GER,1,1668.70861816
76,77,Mainz,GER,1,1650.04089355
87,88,Frankfurt,GER,1,1637.5123291
106,None,Koeln,GER,1,1619.16650391
107,None,Nuernberg,GER,1,1618.22314453
112,None,Hannover,GER,1,1612.81494141
114,None,Gladbach,GER,1,1610.13745117
119,None,Freiburg,GER,1,1603.06347656
134,None,Lautern,GER,1,1576.77832031
144,None,St Pauli,GER,1,1567.82019043
