,Rank,Club,Country,Level,Elo
14,15,Lautern,GER,1,1781.70629883
15,16,Bayern,GER,1,1781.29089355
28,29,Karlsruhe,GER,1,1739.15124512
29,30,Dortmund,GER,1,1737.66247559
32,33,Frankfurt,GER,1,1736.07336426
33,34,Leverkusen,GER,1,1734.53967285
35,36,Stuttgart,GER,1,1728.12426758
38,39,Werder,GER,1,1724.62890625
42,43,Gladbach,GER,1,1707.84716797
58,59,Koeln,GER,1,1674.53588867
70,71,Schalke,GER,1,1648.81018066
73,74,Hamburg,GER,1,1646.55932617
76,77,Dresden,GER,1,1642.46435547
85,86,Freiburg,GER,1,1631.14501953
87,88,Duisburg,GER,1,1626.33007812
123,None,Uerdingen,GER,1,1576.82324219
129,None,Bochum,GER,1,1571.22949219
169,None,Muenchen 60,GER,1,1529.07080078
