,Rank,Club,Country,Level,Elo
18,19,Werder,GER,1,1766.78088379
27,28,Bayern,GER,1,1736.4630127
29,30,Frankfurt,GER,1,1733.43225098
32,33,Dortmund,GER,1,1719.265625
36,37,Stuttgart,GER,1,1706.82128906
37,38,Leverkusen,GER,1,1704.03100586
44,45,Lautern,GER,1,1687.49523926
45,46,Karlsruhe,GER,1,1684.66186523
57,58,Gladbach,GER,1,1659.50793457
70,71,Koeln,GER,1,1640.8182373
74,75,Schalke,GER,1,1638.05517578
83,84,Hamburg,GER,1,1629.87475586
116,None,Nuernberg,GER,1,1588.54260254
118,None,Wattenscheid,GER,1,1582.32385254
135,None,Dresden,GER,1,1569.49572754
137,None,Freiburg,GER,1,1567.36230469
153,None,Duisburg,GER,1,1548.17980957
185,None,Lok Leipzig,GER,1,1515.19934082
