,Rank,Club,Country,Level,Elo
11,12,Bayern,GER,1,1837.66638184
16,17,Werder,GER,1,1786.7401123
25,26,Schalke,GER,1,1756.58093262
32,33,Leverkusen,GER,1,1731.61279297
41,42,Hamburg,GER,1,1720.52319336
59,60,Dortmund,GER,1,1688.13342285
71,72,Hertha,GER,1,1669.04333496
80,81,Stuttgart,GER,1,1659.93579102
100,None,Nuernberg,GER,1,1628.66186523
108,None,Mainz,GER,1,1615.74133301
111,None,Hannover,GER,1,1611.13903809
120,None,Gladbach,GER,1,1601.46972656
123,None,Bochum,GER,1,1597.49133301
137,None,Frankfurt,GER,1,1582.36010742
150,None,Wolfsburg,GER,1,1571.25378418
170,None,Bielefeld,GER,1,1551.03051758
171,None,Aachen,GER,1,1550.02929688
221,None,Cottbus,GER,1,1502.21765137
