,Rank,Club,Country,Level,Elo
6,7,Bayern,GER,1,1859.37927246
16,17,Dortmund,GER,1,1795.05822754
40,41,Stuttgart,GER,1,1721.20849609
41,42,Hertha,GER,1,1719.91674805
42,43,Hamburg,GER,1,1718.56628418
57,58,Schalke,GER,1,1695.43811035
59,60,Werder,GER,1,1692.12097168
68,69,Wolfsburg,GER,1,1672.78991699
69,70,Lautern,GER,1,1671.87390137
71,72,Leverkusen,GER,1,1671.33959961
89,90,Hannover,GER,1,1649.80529785
90,91,Muenchen 60,GER,1,1649.46838379
92,93,Bochum,GER,1,1648.17248535
93,94,Gladbach,GER,1,1646.33081055
109,None,Freiburg,GER,1,1615.7902832
110,None,Rostock,GER,1,1614.96838379
130,None,Frankfurt,GER,1,1593.24926758
136,None,Koeln,GER,1,1575.03149414
