,Rank,Club,Country,Level,Elo
4,5,Bayern,GER,1,1883.56469727
6,7,Dortmund,GER,1,1845.38000488
11,12,Leverkusen,GER,1,1803.66015625
25,26,Schalke,GER,1,1745.75012207
28,29,Stuttgart,GER,1,1734.50793457
31,32,Mainz,GER,1,1731.35839844
33,34,Werder,GER,1,1727.67797852
34,35,Hannover,GER,1,1719.08215332
42,43,Wolfsburg,GER,1,1704.49536133
43,44,Hamburg,GER,1,1702.55932617
47,48,Hertha,GER,1,1691.10803223
56,57,Nuernberg,GER,1,1682.60119629
58,59,Hoffenheim,GER,1,1677.24975586
61,62,Lautern,GER,1,1675.12976074
74,75,Koeln,GER,1,1660.79431152
76,77,Gladbach,GER,1,1656.52148438
90,91,Freiburg,GER,1,1635.49633789
100,None,Augsburg,GER,1,1615.68811035
