,Rank,Club,Country,Level,Elo
1,2,Bayern,GER,1,1993.56750488
13,14,Dortmund,GER,1,1843.85534668
17,18,RB Leipzig,GER,1,1817.06140137
26,27,Wolfsburg,GER,1,1769.32421875
28,29,Frankfurt,GER,1,1760.56542969
30,31,Gladbach,GER,1,1748.46044922
38,39,Leverkusen,GER,1,1734.74389648
55,56,Hoffenheim,GER,1,1691.55407715
60,61,Union Berlin,GER,1,1685.00036621
61,62,Freiburg,GER,1,1676.97033691
70,71,Mainz,GER,1,1661.15625
74,75,Stuttgart,GER,1,1644.19787598
76,77,Hertha,GER,1,1637.67993164
95,96,Bielefeld,GER,1,1606.24438477
100,None,Koeln,GER,1,1596.57226562
101,None,Augsburg,GER,1,1595.59460449
121,None,Bochum,GER,1,1563.64416504
129,None,Fuerth,GER,1,1555.50683594
