,Rank,Club,Country,Level,Elo
2,3,Bayern,GER,1,1998.82446289
10,11,Dortmund,GER,1,1865.30224609
21,22,Hoffenheim,GER,1,1772.82446289
29,30,Leverkusen,GER,1,1728.46826172
30,31,Gladbach,GER,1,1724.91650391
32,33,RB Leipzig,GER,1,1724.23925781
34,35,Schalke,GER,1,1723.75341797
40,41,Koeln,GER,1,1711.82250977
47,48,Werder,GER,1,1701.70080566
53,54,Wolfsburg,GER,1,1680.88146973
64,65,Freiburg,GER,1,1654.68017578
66,67,Hertha,GER,1,1652.90527344
69,70,Augsburg,GER,1,1651.56726074
73,74,Mainz,GER,1,1645.53259277
81,82,Hamburg,GER,1,1639.03198242
85,86,Frankfurt,GER,1,1634.40441895
98,99,Stuttgart,GER,1,1614.3269043
105,None,Hannover,GER,1,1597.27844238
