,Rank,Club,Country,Level,Elo
0,1,Bayern,GER,1,2069.57080078
3,4,Dortmund,GER,1,1948.2043457
11,12,Leverkusen,GER,1,1834.73217773
18,19,Schalke,GER,1,1788.55224609
24,25,Freiburg,GER,1,1739.67041016
25,26,Gladbach,GER,1,1735.86376953
26,27,Wolfsburg,GER,1,1732.64147949
33,34,Hannover,GER,1,1721.49194336
37,38,Nuernberg,GER,1,1709.98242188
39,40,Frankfurt,GER,1,1705.3067627
40,41,Mainz,GER,1,1705.03796387
42,43,Hamburg,GER,1,1703.86340332
49,50,Stuttgart,GER,1,1690.64245605
50,51,Hertha,GER,1,1688.25170898
68,69,Augsburg,GER,1,1662.44396973
71,72,Hoffenheim,GER,1,1661.39318848
80,81,Werder,GER,1,1654.76171875
138,None,Braunschweig,GER,1,1562.0279541
