,Rank,Club,Country,Level,Elo
7,8,Bayern,GER,1,1845.56945801
17,18,Wolfsburg,GER,1,1801.05200195
24,25,Stuttgart,GER,1,1766.27807617
28,29,Hamburg,GER,1,1738.16455078
30,31,Werder,GER,1,1736.41027832
32,33,Dortmund,GER,1,1729.84216309
41,42,Schalke,GER,1,1714.28979492
54,55,Leverkusen,GER,1,1685.65966797
55,56,Hertha,GER,1,1683.22717285
78,79,Hoffenheim,GER,1,1648.0378418
89,90,Nuernberg,GER,1,1635.51171875
94,95,Hannover,GER,1,1629.0020752
117,None,Bochum,GER,1,1599.48706055
132,None,Mainz,GER,1,1582.55383301
135,None,Freiburg,GER,1,1581.83630371
137,None,Gladbach,GER,1,1580.4317627
138,None,Frankfurt,GER,1,1580.19055176
145,None,Koeln,GER,1,1568.35168457
