,Club,Country,Level,Elo
124,Blackburn,ENG,2,1598.3605957
139,Ipswich,ENG,2,1580.92004395
147,Charlton,ENG,2,1573.09191895
148,Birmingham,ENG,2,1571.10803223
159,Forest,ENG,2,1562.93054199
179,Bolton,ENG,2,1542.7220459
200,Wolves,ENG,2,1524.80871582
231,Sheffield United,ENG,2,1496.57824707
247,Barnsley,ENG,2,1482.71594238
264,Tranmere,ENG,2,1466.52770996
281,Norwich,ENG,2,1452.46276855
284,Crystal Palace,ENG,2,1450.41394043
306,Huddersfield,ENG,2,1432.89575195
311,Crewe,ENG,2,1427.84411621
317,West Brom,ENG,2,1422.95361328
326,Stockport,ENG,2,1418.18652344
331,QPR,ENG,2,1415.81054688
345,Grimsby,ENG,2,1405.28588867
356,Portsmouth,ENG,2,1395.81420898
357,Fulham,ENG,2,1392.35620117
358,Walsall,ENG,2,1392.35620117
359,Man City,ENG,2,1392.35620117
373,Port Vale,ENG,2,1386.03137207
392,Swindon,ENG,2,1375.890625
