,Club,Country,Level,Elo
104,Bolton,ENG,2,1613.65637207
114,Blackburn,ENG,2,1603.80749512
126,Birmingham,ENG,2,1592.74047852
135,Blackpool,ENG,2,1584.21691895
158,Wolves,ENG,2,1549.51550293
179,Cardiff,ENG,2,1523.99902344
186,Leicester,ENG,2,1517.6953125
205,Millwall,ENG,2,1502.73278809
207,Hull,ENG,2,1499.15942383
209,Middlesbrough,ENG,2,1496.76391602
212,Watford,ENG,2,1492.69165039
220,Burnley,ENG,2,1488.95739746
248,Ipswich,ENG,2,1471.63354492
250,Forest,ENG,2,1469.94848633
255,Brighton,ENG,2,1467.90246582
264,Leeds,ENG,2,1460.39587402
284,Derby,ENG,2,1451.09375
302,Bristol City,ENG,2,1438.30969238
311,Crystal Palace,ENG,2,1432.35095215
337,Peterboro,ENG,2,1403.50720215
358,Charlton,ENG,2,1386.95666504
359,Huddersfield,ENG,2,1386.95666504
360,Sheffield Weds,ENG,2,1386.95666504
370,Barnsley,ENG,2,1381.19519043
