,Club,Elo
0,Stoke,1627.82104492
1,West Brom,1619.97644043
2,Swansea,1617.99145508
3,Aston Villa,1567.47692871
4,Middlesbrough,1556.67016602
5,Derby,1520.45178223
6,Brentford,1517.75183105
7,Preston,1515.61938477
8,Millwall,1508.36206055
9,Sheffield Weds,1495.6854248
10,Hull,1484.57714844
11,Norwich,1473.89135742
12,Bristol City,1472.48547363
13,Sheffield United,1461.43554688
14,Leeds,1454.81359863
15,Ipswich,1449.58569336
16,QPR,1435.90649414
17,Forest,1420.18566895
18,Reading,1405.45874023
19,Birmingham,1404.98168945
20,Blackburn,1374.69848633
21,Wigan,1374.69848633
22,Rotherham,1374.69848633
23,Bolton,1364.7409668
