,Club,Country,Level,Elo
120,Hull,ENG,2,1569.63500977
125,Middlesbrough,ENG,2,1561.90795898
129,Sunderland,ENG,2,1559.14294434
142,Fulham,ENG,2,1542.89331055
157,Norwich,ENG,2,1534.23693848
160,Sheffield Weds,ENG,2,1531.10119629
168,Reading,ENG,2,1523.79919434
182,Leeds,ENG,2,1510.21008301
193,Derby,ENG,2,1499.6217041
198,Brentford,ENG,2,1496.5255127
209,Cardiff,ENG,2,1485.19030762
229,Aston Villa,ENG,2,1473.02685547
250,Preston,ENG,2,1459.52478027
256,Wolves,ENG,2,1452.31445312
274,Ipswich,ENG,2,1440.37194824
286,Bristol City,ENG,2,1429.859375
288,QPR,ENG,2,1428.4387207
292,Forest,ENG,2,1425.62866211
302,Barnsley,ENG,2,1418.31237793
322,Birmingham,ENG,2,1403.52441406
332,Burton,ENG,2,1399.11938477
396,Bolton,ENG,2,1351.93554688
397,Millwall,ENG,2,1351.93554688
398,Sheffield United,ENG,2,1351.93554688
