,Club,Elo
0,Norwich,1602.50634766
1,Derby,1591.41503906
2,Fulham,1583.69140625
3,Wigan,1547.46313477
4,Reading,1545.9519043
5,Blackburn,1542.4864502
6,Brighton,1534.39196777
7,Cardiff,1533.16796875
8,Bolton,1525.7767334
9,Ipswich,1515.65515137
10,Middlesbrough,1514.96740723
11,Watford,1495.12536621
12,Bournemouth,1494.13793945
13,Forest,1482.8638916
14,Sheffield Weds,1465.24328613
15,Charlton,1453.04650879
16,Leeds,1438.42480469
17,Huddersfield,1433.52783203
18,Millwall,1427.85974121
19,Wolves,1423.99511719
20,Brentford,1423.99511719
21,Rotherham,1423.99511719
22,Birmingham,1417.34619141
23,Blackpool,1398.2454834
