,Club,Country,Level,Elo
62,Reading,ENG,2,1678.10913086
68,Birmingham,ENG,2,1668.01318359
130,Sheffield United,ENG,2,1591.85522461
134,Crystal Palace,ENG,2,1589.35314941
142,Wolves,ENG,2,1578.20178223
160,Charlton,ENG,2,1560.15930176
165,Ipswich,ENG,2,1557.88891602
174,Bristol City,ENG,2,1543.48217773
175,Cardiff,ENG,2,1543.05200195
177,Sheffield Weds,ENG,2,1539.71655273
179,Plymouth Argyle,ENG,2,1538.66918945
188,Watford,ENG,2,1534.17883301
189,Preston,ENG,2,1533.94616699
214,QPR,ENG,2,1517.90246582
218,Southampton,ENG,2,1513.30224609
230,Derby,ENG,2,1504.55090332
235,Burnley,ENG,2,1500.88427734
237,Norwich,ENG,2,1495.44836426
247,Blackpool,ENG,2,1483.07202148
251,Coventry,ENG,2,1479.73999023
259,Barnsley,ENG,2,1474.80810547
313,Doncaster,ENG,2,1435.38830566
314,Forest,ENG,2,1435.38830566
315,Swansea,ENG,2,1435.38830566
