,DATE,COUNTRY,YEAR,HFA
0,2011-07-22,ENG,2011,73.4
1,2012-07-22,ENG,2012,57.2
2,2011-07-22,GER,2011,67.4
3,2012-07-22,GER,2012,74.0
4,2011-07-22,ESP,2011,98.8
5,2012-07-22,ESP,2012,84.1
6,2011-07-22,ITA,2011,69.5
7,2012-07-22,ITA,2012,63.4
