,Club,Country,Level,Elo
1,Bayern,GER,1,1870.39477539
3,Dortmund,GER,1,1862.18408203
11,Leverkusen,GER,1,1802.49719238
15,Stuttgart,GER,1,1779.2154541
26,Karlsruhe,GER,1,1744.7010498
27,Schalke,GER,1,1742.77856445
31,Gladbach,GER,1,1735.13208008
33,Werder,GER,1,1731.33093262
35,Muenchen 60,GER,1,1724.40466309
39,Bochum,GER,1,1717.79577637
41,Lautern,GER,1,1710.64013672
48,Koeln,GER,1,1698.91625977
54,Hamburg,GER,1,1689.73193359
57,Rostock,GER,1,1687.09277344
58,Duisburg,GER,1,1684.26550293
83,Bielefeld,GER,1,1632.91247559
85,Wolfsburg,GER,1,1631.30151367
137,Hertha,GER,1,1574.55871582
