,Club,Country,Level,Elo
3,Bayern,GER,1,1958.39099121
16,RB Leipzig,GER,1,1811.91796875
19,Dortmund,GER,1,1800.09008789
20,Leverkusen,GER,1,1795.11633301
37,Frankfurt,GER,1,1737.72570801
39,Union Berlin,GER,1,1731.28527832
46,Freiburg,GER,1,1719.10107422
49,Gladbach,GER,1,1712.01818848
56,Wolfsburg,GER,1,1682.16271973
57,Mainz,GER,1,1680.58703613
58,Koeln,GER,1,1679.80957031
68,Hoffenheim,GER,1,1664.55871582
93,Stuttgart,GER,1,1621.21813965
95,Augsburg,GER,1,1616.67419434
98,Bochum,GER,1,1613.71252441
104,Hertha,GER,1,1599.08117676
105,Werder,GER,1,1597.36206055
117,Schalke,GER,1,1579.1776123
