,Club,Country,Level,Elo
6,Bayern,GER,1,1859.37927246
16,Dortmund,GER,1,1795.05822754
39,Stuttgart,GER,1,1721.20849609
41,Hertha,GER,1,1719.91674805
42,Hamburg,GER,1,1718.56628418
56,Schalke,GER,1,1695.43811035
58,Werder,GER,1,1692.12097168
68,Wolfsburg,GER,1,1672.78991699
69,Lautern,GER,1,1671.87390137
71,Leverkusen,GER,1,1671.33959961
88,Hannover,GER,1,1649.80529785
89,Muenchen 60,GER,1,1649.46838379
91,Bochum,GER,1,1648.17248535
93,Gladbach,GER,1,1646.33081055
109,Freiburg,GER,1,1615.7902832
110,Rostock,GER,1,1614.96838379
130,Frankfurt,GER,1,1593.24926758
137,Koeln,GER,1,1575.03149414
