,Club,Country,Level,Elo
14,Bayern,GER,1,1801.26049805
26,Werder,GER,1,1765.5970459
30,Stuttgart,GER,1,1755.1505127
34,Leverkusen,GER,1,1746.87805176
50,Dortmund,GER,1,1709.16442871
60,Bochum,GER,1,1687.59790039
71,Schalke,GER,1,1670.82727051
88,Hamburg,GER,1,1640.16662598
96,Hertha,GER,1,1627.68725586
101,Rostock,GER,1,1622.00292969
108,Wolfsburg,GER,1,1610.59094238
113,Gladbach,GER,1,1606.31616211
128,Hannover,GER,1,1590.97351074
137,Lautern,GER,1,1577.14733887
152,Freiburg,GER,1,1562.77783203
173,Nuernberg,GER,1,1545.96032715
177,Mainz,GER,1,1543.75036621
183,Bielefeld,GER,1,1537.49963379
