,Club,Country,Level,Elo
0,Bayern,GER,1,2017.63415527
9,RB Leipzig,GER,1,1849.79077148
11,Dortmund,GER,1,1839.19519043
16,Leverkusen,GER,1,1799.99572754
23,Gladbach,GER,1,1764.94067383
34,Hoffenheim,GER,1,1734.72058105
36,Wolfsburg,GER,1,1722.79223633
44,Frankfurt,GER,1,1710.3885498
59,Freiburg,GER,1,1665.37683105
61,Mainz,GER,1,1657.33044434
63,Hertha,GER,1,1653.32849121
73,Werder,GER,1,1637.45678711
87,Schalke,GER,1,1612.87634277
90,Augsburg,GER,1,1610.11230469
96,Koeln,GER,1,1605.32397461
97,Union Berlin,GER,1,1604.99182129
99,Bielefeld,GER,1,1599.47692871
125,Stuttgart,GER,1,1570.84143066
