,Club,Country,Level,Elo
15,Bayern,GER,1,1815.95080566
21,Schalke,GER,1,1777.31274414
22,Werder,GER,1,1776.98608398
48,Hamburg,GER,1,1712.58911133
56,Leverkusen,GER,1,1691.82836914
59,Stuttgart,GER,1,1685.23547363
64,Wolfsburg,GER,1,1676.45495605
81,Hannover,GER,1,1645.14147949
92,Hertha,GER,1,1631.05322266
97,Bochum,GER,1,1623.44824219
105,Dortmund,GER,1,1617.23132324
110,Frankfurt,GER,1,1613.75378418
136,Gladbach,GER,1,1587.46032715
140,Cottbus,GER,1,1581.67602539
146,Bielefeld,GER,1,1576.38769531
154,Karlsruhe,GER,1,1569.31152344
186,Koeln,GER,1,1535.16784668
220,Hoffenheim,GER,1,1511.58166504
