,Club,Country,Level,Elo
5,Bayern,GER,1,1895.79443359
11,Werder,GER,1,1818.63195801
19,Stuttgart,GER,1,1785.2722168
23,Schalke,GER,1,1780.71386719
29,Dortmund,GER,1,1751.87536621
30,Wolfsburg,GER,1,1750.00952148
32,Leverkusen,GER,1,1748.33325195
36,Hamburg,GER,1,1740.76647949
64,Hoffenheim,GER,1,1668.56213379
75,Mainz,GER,1,1649.89440918
89,Frankfurt,GER,1,1637.36584473
107,Koeln,GER,1,1619.02001953
108,Nuernberg,GER,1,1618.07666016
113,Hannover,GER,1,1612.66845703
115,Gladbach,GER,1,1609.9909668
118,Freiburg,GER,1,1602.91699219
132,Lautern,GER,1,1576.63171387
142,St Pauli,GER,1,1567.67370605
