,Club,Country,Level,Elo
14,Lautern,GER,1,1781.70629883
15,Bayern,GER,1,1781.29089355
28,Karlsruhe,GER,1,1739.15124512
29,Dortmund,GER,1,1737.66247559
32,Frankfurt,GER,1,1736.07336426
33,Leverkusen,GER,1,1734.53967285
35,Stuttgart,GER,1,1728.12426758
39,Werder,GER,1,1724.62890625
43,Gladbach,GER,1,1707.84716797
58,Koeln,GER,1,1674.53588867
70,Schalke,GER,1,1648.81018066
73,Hamburg,GER,1,1646.55932617
77,Dresden,GER,1,1642.46435547
85,Freiburg,GER,1,1631.14501953
87,Duisburg,GER,1,1626.33007812
122,Uerdingen,GER,1,1576.82324219
129,Bochum,GER,1,1571.22949219
171,Muenchen 60,GER,1,1529.07080078
