,Club,Elo
0,Bayern,1873.25622559
1,Schalke,1757.04492188
2,Leverkusen,1752.66467285
3,Dortmund,1742.59118652
4,Freiburg,1735.23620605
5,Werder,1714.64819336
6,Lautern,1704.86804199
7,Wolfsburg,1697.59057617
8,Hertha,1694.00427246
9,Hamburg,1676.48376465
10,Koeln,1668.15441895
11,Stuttgart,1659.00512695
12,Gladbach,1645.92834473
13,Rostock,1638.65002441
14,Muenchen 60,1632.28613281
15,Cottbus,1609.93200684
16,Nuernberg,1598.68286133
17,St Pauli,1572.77966309
