,Club,Elo
0,Bayern,1837.66638184
1,Werder,1786.7401123
2,Schalke,1756.58093262
3,Leverkusen,1731.61279297
4,Hamburg,1720.52319336
5,Dortmund,1688.13342285
6,Hertha,1669.04333496
7,Stuttgart,1659.93579102
8,Nuernberg,1628.66186523
9,Mainz,1615.74133301
10,Hannover,1611.13903809
11,Gladbach,1601.46972656
12,Bochum,1597.49133301
13,Frankfurt,1582.36010742
14,Wolfsburg,1571.25378418
15,Bielefeld,1551.03051758
16,Aachen,1550.02929688
17,Cottbus,1502.21765137
