,Club,Elo
0,Bayern,1893.61682129
1,Leverkusen,1859.08093262
2,Dortmund,1842.20568848
3,Schalke,1785.36462402
4,Hertha,1780.15441895
5,Werder,1762.4519043
6,Stuttgart,1722.50878906
7,Wolfsburg,1721.11999512
8,Lautern,1719.24401855
9,Muenchen 60,1711.94873047
10,Hamburg,1690.29089355
11,Hannover,1677.03662109
12,Gladbach,1650.00305176
13,Bielefeld,1644.54040527
14,Bochum,1631.5078125
15,Rostock,1621.18371582
16,Cottbus,1616.5546875
17,Nuernberg,1613.81848145
