,Club,Elo
0,Bayern,1948.01062012
1,Dortmund,1742.44689941
2,Schalke,1740.22094727
3,Hoffenheim,1715.92712402
4,Leverkusen,1709.62609863
5,RB Leipzig,1693.57592773
6,Gladbach,1664.18603516
7,Stuttgart,1663.63342285
8,Werder,1658.63757324
9,Frankfurt,1631.79748535
10,Augsburg,1618.60314941
11,Hertha,1613.36132812
12,Wolfsburg,1604.25537109
13,Mainz,1600.39111328
14,Hannover,1580.00073242
15,Freiburg,1577.22009277
16,Nuernberg,1504.30273438
17,Duesseldorf,1475.76477051
