,Club,Country,Level,Elo
1,Bayern,GER,1,2037.70324707
6,Dortmund,GER,1,1912.11376953
16,Schalke,GER,1,1806.46508789
21,Leverkusen,GER,1,1785.93835449
25,Wolfsburg,GER,1,1766.3470459
29,Gladbach,GER,1,1747.86633301
39,Mainz,GER,1,1710.88659668
42,Augsburg,GER,1,1702.49389648
49,Hoffenheim,GER,1,1688.97143555
61,Hannover,GER,1,1675.1640625
69,Freiburg,GER,1,1661.48413086
70,Frankfurt,GER,1,1657.44641113
74,Hertha,GER,1,1648.7376709
80,Werder,GER,1,1640.5144043
86,Stuttgart,GER,1,1627.71118164
92,Koeln,GER,1,1617.37438965
96,Hamburg,GER,1,1610.00488281
137,Paderborn,GER,1,1561.33605957
