,Club,Country,Level,Elo
1,Bayern,GER,1,1993.56750488
13,Dortmund,GER,1,1843.85534668
17,RB Leipzig,GER,1,1817.06140137
26,Wolfsburg,GER,1,1769.32421875
28,Frankfurt,GER,1,1760.56542969
31,Gladbach,GER,1,1748.46044922
38,Leverkusen,GER,1,1734.74389648
57,Hoffenheim,GER,1,1691.55407715
59,Union Berlin,GER,1,1685.00036621
60,Freiburg,GER,1,1676.97033691
70,Mainz,GER,1,1661.15625
74,Stuttgart,GER,1,1644.19787598
76,Hertha,GER,1,1637.67993164
94,Bielefeld,GER,1,1606.24438477
98,Koeln,GER,1,1596.57226562
99,Augsburg,GER,1,1595.59460449
123,Bochum,GER,1,1563.64416504
130,Fuerth,GER,1,1555.50683594
