,Club,Country,Level,Elo
2,Bayern,GER,1,1893.61682129
9,Leverkusen,GER,1,1859.08093262
11,Dortmund,GER,1,1842.20568848
14,Schalke,GER,1,1785.36462402
17,Hertha,GER,1,1780.15441895
26,Werder,GER,1,1762.4519043
39,Stuttgart,GER,1,1722.50878906
40,Wolfsburg,GER,1,1721.11999512
42,Lautern,GER,1,1719.24401855
45,Muenchen 60,GER,1,1711.94873047
56,Hamburg,GER,1,1690.29089355
65,Hannover,GER,1,1677.03662109
86,Gladbach,GER,1,1650.00305176
90,Bielefeld,GER,1,1644.54040527
106,Bochum,GER,1,1631.5078125
111,Rostock,GER,1,1621.18371582
115,Cottbus,GER,1,1616.5546875
117,Nuernberg,GER,1,1613.81848145
