,Club,Country,Level,Elo
0,Bayern,GER,1,2069.57080078
3,Dortmund,GER,1,1948.2043457
11,Leverkusen,GER,1,1834.73217773
18,Schalke,GER,1,1788.55224609
24,Freiburg,GER,1,1739.67041016
25,Gladbach,GER,1,1735.86376953
27,Wolfsburg,GER,1,1732.64147949
31,Hannover,GER,1,1721.49194336
36,Nuernberg,GER,1,1709.98242188
39,Frankfurt,GER,1,1705.3067627
40,Mainz,GER,1,1705.03796387
41,Hamburg,GER,1,1703.86340332
48,Stuttgart,GER,1,1690.64245605
49,Hertha,GER,1,1688.25170898
68,Augsburg,GER,1,1662.44396973
71,Hoffenheim,GER,1,1661.39318848
81,Werder,GER,1,1654.76171875
139,Braunschweig,GER,1,1562.0279541
