,Club,Country,Level,Elo
7,Bayern,GER,1,1844.19702148
17,Wolfsburg,GER,1,1799.67956543
24,Stuttgart,GER,1,1764.90563965
29,Werder,GER,1,1735.0378418
31,Hamburg,GER,1,1732.74121094
35,Dortmund,GER,1,1728.46972656
44,Schalke,GER,1,1712.9173584
56,Leverkusen,GER,1,1684.28723145
57,Hertha,GER,1,1681.85473633
80,Hoffenheim,GER,1,1646.66540527
92,Nuernberg,GER,1,1634.13928223
97,Hannover,GER,1,1627.62963867
120,Bochum,GER,1,1598.11462402
133,Mainz,GER,1,1581.18139648
135,Freiburg,GER,1,1580.46386719
136,Gladbach,GER,1,1579.05932617
138,Frankfurt,GER,1,1578.81811523
147,Koeln,GER,1,1566.97924805
