,Club,Elo
0,Dortmund,1822.21838379
1,Bayern,1805.03259277
2,Schalke,1736.29003906
3,Karlsruhe,1731.24328613
4,Gladbach,1722.68798828
5,Werder,1722.41125488
6,Hamburg,1694.92077637
7,Koeln,1685.59619141
8,Muenchen 60,1682.34875488
9,Freiburg,1677.09606934
10,Leverkusen,1675.41650391
11,Rostock,1660.97607422
12,Stuttgart,1660.29882812
13,Duesseldorf,1634.85620117
14,Bochum,1629.15026855
15,St Pauli,1613.59729004
16,Duisburg,1562.52258301
17,Bielefeld,1519.7208252
