,Club,Country,Level,Elo
2,Bayern,GER,1,2009.86755371
6,Dortmund,GER,1,1864.69580078
16,Leverkusen,GER,1,1805.39440918
22,Gladbach,GER,1,1782.83044434
33,Wolfsburg,GER,1,1728.18078613
36,Schalke,GER,1,1717.84082031
42,Mainz,GER,1,1703.5378418
58,Koeln,GER,1,1672.3638916
64,Hertha,GER,1,1664.05407715
68,Augsburg,GER,1,1657.6192627
71,Werder,GER,1,1654.84631348
73,Freiburg,GER,1,1651.20947266
78,Hamburg,GER,1,1648.26477051
83,Hoffenheim,GER,1,1644.03137207
85,Frankfurt,GER,1,1637.41149902
102,Ingolstadt,GER,1,1602.07763672
120,Darmstadt,GER,1,1578.86132812
150,RB Leipzig,GER,1,1546.43994141
