,Club,Country,Level,Elo
2,Bayern,GER,1,1889.12341309
13,Leverkusen,GER,1,1805.77502441
25,Hertha,GER,1,1761.3494873
27,Dortmund,GER,1,1760.4486084
33,Lautern,GER,1,1734.84338379
44,Duisburg,GER,1,1710.31896973
46,Hamburg,GER,1,1706.92712402
54,Wolfsburg,GER,1,1686.57861328
55,Rostock,GER,1,1684.99316406
57,Stuttgart,GER,1,1677.20739746
61,Schalke,GER,1,1671.45837402
62,Werder,GER,1,1667.97570801
73,Bielefeld,GER,1,1653.97900391
87,Frankfurt,GER,1,1637.1472168
97,Muenchen 60,GER,1,1627.81005859
101,Freiburg,GER,1,1626.2052002
136,Unterhaching,GER,1,1582.83105469
182,Ulm,GER,1,1540.96643066
