,Club,Country,Level,Elo
4,Bayern,GER,1,1946.84082031
26,Dortmund,GER,1,1741.27697754
27,Schalke,GER,1,1739.05114746
39,Hoffenheim,GER,1,1714.75732422
40,Leverkusen,GER,1,1708.45617676
50,RB Leipzig,GER,1,1689.07324219
62,Gladbach,GER,1,1663.01623535
63,Stuttgart,GER,1,1662.46362305
65,Werder,GER,1,1657.46777344
78,Frankfurt,GER,1,1630.62756348
85,Augsburg,GER,1,1617.43334961
89,Hertha,GER,1,1612.19152832
93,Wolfsburg,GER,1,1603.08557129
96,Mainz,GER,1,1599.22119141
113,Hannover,GER,1,1578.83081055
117,Freiburg,GER,1,1576.05029297
177,Nuernberg,GER,1,1503.13293457
212,Duesseldorf,GER,1,1474.5949707
