,Club,Elo
0,Bayern,2010.39794922
1,Dortmund,1865.22607422
2,Leverkusen,1805.92480469
3,Gladbach,1783.36083984
4,Wolfsburg,1728.71118164
5,Schalke,1718.37121582
6,Mainz,1704.0682373
7,Koeln,1672.89428711
8,Hertha,1666.15075684
9,Augsburg,1658.1496582
10,Werder,1655.37670898
11,Freiburg,1651.73986816
12,Hamburg,1648.79516602
13,Hoffenheim,1644.56176758
14,Frankfurt,1637.94189453
15,Ingolstadt,1602.60803223
16,Darmstadt,1579.39172363
17,RB Leipzig,1546.97033691
