,Rank,Club,Country,Level,Elo
80,81,Girona,ESP,2,1624.38769531
89,90,Huesca,ESP,2,1615.28259277
105,None,Rayo Vallecano,ESP,2,1583.46533203
110,None,Depor,ESP,2,1576.88110352
118,None,Malaga,ESP,2,1570.56018066
127,None,Cadiz,ESP,2,1563.37255859
147,None,Gijon,ESP,2,1539.96679688
153,None,Albacete,ESP,2,1532.79516602
159,None,Almeria,ESP,2,1527.55969238
162,None,Oviedo,ESP,2,1525.9831543
174,None,Zaragoza,ESP,2,1511.07409668
198,None,Elche,ESP,2,1495.29174805
199,None,Tenerife,ESP,2,1494.81140137
200,None,Las Palmas,ESP,2,1494.2097168
206,None,Extremadura,ESP,2,1487.16271973
209,None,Numancia,ESP,2,1484.28662109
223,None,Lugo,ESP,2,1474.72363281
244,None,Alcorcon,ESP,2,1451.56323242
270,None,Fuenlabrada,ESP,2,1430.39929199
271,None,Mirandes,ESP,2,1430.39929199
272,None,Ponferradina,ESP,2,1430.39929199
273,None,Santander,ESP,2,1430.39929199
