,Rank,Club,Country,Level,Elo
87,88,Eibar,ESP,2,1617.85070801
89,90,Leganes,ESP,2,1610.66760254
90,91,Huesca,ESP,2,1610.24194336
91,92,Valladolid,ESP,2,1608.97680664
93,94,Girona,ESP,2,1607.4050293
112,None,Almeria,ESP,2,1577.3404541
140,None,Gijon,ESP,2,1540.2208252
164,None,Tenerife,ESP,2,1517.58837891
167,None,Fuenlabrada,ESP,2,1516.8026123
170,None,Oviedo,ESP,2,1515.60717773
177,None,Las Palmas,ESP,2,1511.04870605
187,None,Malaga,ESP,2,1500.52307129
188,None,Alcorcon,ESP,2,1500.00756836
196,None,Zaragoza,ESP,2,1494.32287598
204,None,Ponferradina,ESP,2,1486.31762695
208,None,Mirandes,ESP,2,1483.64599609
214,None,Cartagena,ESP,2,1480.20825195
229,None,Lugo,ESP,2,1459.87438965
234,None,Burgos,ESP,2,1456.76391602
235,None,Amorebieta,ESP,2,1456.76391602
236,None,Sociedad B,ESP,2,1456.76391602
237,None,Ibiza Eivissa,ESP,2,1456.76391602
