,Club,Country,Level,Elo
125,Unterhaching,GER,2,1608.15002441
135,Frankfurt,GER,2,1590.91137695
150,Fuerth,GER,2,1570.68212891
167,Waldhof,GER,2,1552.85473633
169,Bielefeld,GER,2,1551.95788574
173,Bochum,GER,2,1546.6385498
183,Ahlen,GER,2,1536.01806641
186,Duisburg,GER,2,1535.08691406
202,Reutlingen,GER,2,1517.32946777
207,Hannover,GER,2,1512.94702148
213,Mainz,GER,2,1502.21057129
214,Oberhausen,GER,2,1501.92944336
245,Saarbruecken,GER,2,1480.93444824
254,Aachen,GER,2,1477.80883789
284,Babelsberg,GER,2,1455.32055664
285,Union Berlin,GER,2,1455.32055664
286,Karlsruhe,GER,2,1455.32055664
287,Schweinfurt,GER,2,1455.32055664
