,Club,Country,Level,Elo
164,Muenchen 60,GER,2,1551.63293457
172,Frankfurt,GER,2,1547.22460938
214,Koeln,GER,2,1507.45898438
215,Fuerth,GER,2,1507.20141602
216,Cottbus,GER,2,1507.00036621
253,Duisburg,GER,2,1474.43041992
267,Aachen,GER,2,1467.27783203
290,Oberhausen,GER,2,1455.69567871
303,Trier,GER,2,1446.04943848
304,Burghausen,GER,2,1445.97729492
306,Aue,GER,2,1444.72839355
308,Ahlen,GER,2,1441.83630371
339,Karlsruhe,GER,2,1418.46472168
355,Unterhaching,GER,2,1403.22351074
387,Dresden,GER,2,1387.80627441
388,Essen,GER,2,1387.80627441
389,Erfurt,GER,2,1387.80627441
390,Saarbruecken,GER,2,1387.80627441
