,Club,Country,Level,Elo
101,Werder,GER,2,1594.01989746
132,Duesseldorf,GER,2,1551.24536133
141,Hamburg,GER,2,1541.0637207
145,Holstein,GER,2,1537.8536377
153,Darmstadt,GER,2,1530.99731445
167,Schalke,GER,2,1516.83300781
184,Paderborn,GER,2,1502.65393066
204,Karlsruhe,GER,2,1489.48168945
205,Heidenheim,GER,2,1489.35510254
224,Hannover,GER,2,1466.13183594
227,Nuernberg,GER,2,1464.15612793
244,St Pauli,GER,2,1452.22644043
275,Aue,GER,2,1433.19726562
290,Regensburg,GER,2,1420.68322754
300,Sandhausen,GER,2,1416.14709473
328,Dresden,GER,2,1399.37438965
329,Rostock,GER,2,1399.37438965
330,Ingolstadt,GER,2,1399.37438965
