,Club,Elo
0,Hertha,1616.6126709
1,Koeln,1600.04797363
2,St Pauli,1595.31738281
3,Lautern,1587.76733398
4,Muenchen 60,1559.8079834
5,Paderborn,1531.37805176
6,Duisburg,1505.6192627
7,Bochum,1484.86315918
8,Union Berlin,1483.58666992
9,Dresden,1478.20727539
10,Braunschweig,1475.9967041
11,Ingolstadt,1466.68713379
12,Cottbus,1457.29199219
13,FSV Frankfurt,1453.03173828
14,Aue,1444.625
15,Aalen,1399.12524414
16,Regensburg,1399.12524414
17,Sandhausen,1399.12524414
