,Club,Country,Level,Elo
109,Stuttgart,GER,2,1581.37207031
155,Hannover,GER,2,1530.55358887
173,Hamburg,GER,2,1516.28356934
194,Nuernberg,GER,2,1495.40478516
201,Bielefeld,GER,2,1492.89660645
203,Heidenheim,GER,2,1490.92700195
208,Holstein,GER,2,1486.84594727
227,Darmstadt,GER,2,1468.6619873
231,Regensburg,GER,2,1462.29907227
244,Bochum,GER,2,1451.41479492
258,Sandhausen,GER,2,1439.02807617
262,Dresden,GER,2,1437.4498291
269,St Pauli,GER,2,1432.30395508
288,Aue,GER,2,1420.30114746
293,Karlsruhe,GER,2,1418.09313965
294,Osnabrueck,GER,2,1418.09313965
295,Wehen,GER,2,1418.09313965
302,Fuerth,GER,2,1413.13818359
