,Club,Country,Level,Elo
51,Karlsruhe,GER,2,1697.7244873
68,Koeln,GER,2,1666.62121582
101,Bielefeld,GER,2,1627.97412109
103,St Pauli,GER,2,1625.71240234
131,Guetersloh,GER,2,1585.9387207
138,Mainz,GER,2,1574.61523438
148,Duesseldorf,GER,2,1560.57849121
150,Unterhaching,GER,2,1559.44042969
160,St Kickers,GER,2,1547.87268066
175,Fortuna Koeln,GER,2,1533.9708252
176,Cottbus,GER,2,1531.93884277
182,Fuerth,GER,2,1527.67529297
200,Wattenscheid,GER,2,1511.35229492
214,Uerdingen,GER,2,1502.97302246
255,Hannover,GER,2,1469.86462402
256,TeBe,GER,2,1469.86462402
257,Ulm,GER,2,1469.86462402
258,Oberhausen,GER,2,1469.86462402
