,Club,Country,Level,Elo
148,Duisburg,GER,2,1565.04187012
150,Karlsruhe,GER,2,1562.55004883
159,Bielefeld,GER,2,1553.79919434
161,Aachen,GER,2,1553.0012207
170,Cottbus,GER,2,1544.98999023
201,Fuerth,GER,2,1518.85302734
237,Lautern,GER,2,1485.01257324
244,Rostock,GER,2,1480.90209961
287,St Pauli,GER,2,1451.44067383
305,Koblenz,GER,2,1442.11206055
320,Augsburg,GER,2,1434.72387695
323,Muenchen 60,GER,2,1433.10803223
348,Oberhausen,GER,2,1415.32885742
351,FSV Frankfurt,GER,2,1411.23071289
356,Paderborn,GER,2,1405.93249512
357,Duesseldorf,GER,2,1405.93249512
358,Union Berlin,GER,2,1405.93249512
367,Ahlen,GER,2,1398.4831543
