,Club,Elo
0,Bielefeld,1601.52905273
1,Fuerth,1599.234375
2,Mainz,1597.67736816
3,Cottbus,1571.5814209
4,Nuernberg,1546.20495605
5,Union Berlin,1497.96777344
6,Aachen,1481.95922852
7,Burghausen,1481.27587891
8,Duisburg,1476.95336914
9,Trier,1465.22290039
10,Karlsruhe,1462.72705078
11,Ahlen,1459.24499512
12,Luebeck,1453.80175781
13,Oberhausen,1444.43847656
14,Unterhaching,1389.17236328
15,Osnabrueck,1389.17236328
16,Regensburg,1389.17236328
17,Aue,1389.17236328
