,Club,Country,Level,Elo
112,Nuernberg,GER,2,1588.27282715
127,Fuerth,GER,2,1573.04785156
151,Lautern,GER,2,1549.6307373
153,Braunschweig,GER,2,1548.9017334
159,Duesseldorf,GER,2,1545.73400879
214,Muenchen 60,GER,2,1490.6138916
216,Karlsruhe,GER,2,1490.04736328
227,Ingolstadt,GER,2,1484.8302002
237,St Pauli,GER,2,1478.32678223
244,Union Berlin,GER,2,1470.69665527
250,Aalen,GER,2,1467.02355957
252,FSV Frankfurt,GER,2,1464.49597168
285,Aue,GER,2,1436.93579102
311,Bochum,GER,2,1421.38085938
322,Sandhausen,GER,2,1414.99804688
341,Darmstadt,GER,2,1397.40576172
342,Heidenheim,GER,2,1397.40576172
343,RB Leipzig,GER,2,1397.40576172
