,Club,Country,Level,Elo
150,Lautern,GER,2,1569.77282715
165,Koeln,GER,2,1555.8182373
214,Duisburg,GER,2,1510.68103027
221,Freiburg,GER,2,1501.83227539
223,Fuerth,GER,2,1499.72473145
253,Karlsruhe,GER,2,1478.45153809
263,Aue,GER,2,1470.47302246
272,Muenchen 60,GER,2,1461.84228516
284,Rostock,GER,2,1455.74609375
297,Burghausen,GER,2,1447.92883301
336,Paderborn,GER,2,1422.68334961
340,Offenbach,GER,2,1421.14208984
358,Unterhaching,GER,2,1404.88659668
374,Braunschweig,GER,2,1389.18127441
383,Essen,GER,2,1385.28137207
384,Augsburg,GER,2,1385.28137207
385,Jena,GER,2,1385.28137207
386,Koblenz,GER,2,1385.28137207
