,Club,Country,Level,Elo
105,Stuttgart,GER,2,1598.49157715
124,Nuernberg,GER,2,1571.43469238
130,Hannover,GER,2,1565.7791748
185,Karlsruhe,GER,2,1506.76928711
187,Union Berlin,GER,2,1506.08752441
198,Bochum,GER,2,1498.79882812
202,Lautern,GER,2,1496.33654785
219,St Pauli,GER,2,1479.125
220,Braunschweig,GER,2,1477.7376709
237,Heidenheim,GER,2,1467.79089355
255,Bielefeld,GER,2,1453.88525391
261,Fuerth,GER,2,1449.02075195
304,Duesseldorf,GER,2,1419.52258301
310,Muenchen 60,GER,2,1417.5802002
315,Sandhausen,GER,2,1410.12133789
325,Aue,GER,2,1405.54846191
326,Dresden,GER,2,1405.54846191
327,Wuerzburg,GER,2,1405.54846191
