,Club,Country,Level,Elo
122,Hamburg,GER,2,1571.32592773
147,Koeln,GER,2,1550.64147949
216,Darmstadt,GER,2,1473.10803223
220,Holstein,GER,2,1471.25219727
240,Union Berlin,GER,2,1465.57946777
246,Ingolstadt,GER,2,1462.52148438
265,Bochum,GER,2,1444.01159668
266,Bielefeld,GER,2,1442.49462891
291,St Pauli,GER,2,1418.96557617
294,Heidenheim,GER,2,1416.46350098
298,Sandhausen,GER,2,1412.17810059
299,Duisburg,GER,2,1412.05932617
305,Fuerth,GER,2,1407.59912109
310,Regensburg,GER,2,1406.3013916
324,Dresden,GER,2,1393.44909668
350,Aue,GER,2,1377.11816406
393,Magdeburg,GER,2,1357.40759277
394,Paderborn,GER,2,1357.40759277
