,Club,Elo
0,Bochum,1588.76196289
1,Duisburg,1583.75915527
2,Meppen,1556.68554688
3,Wolfsburg,1551.72375488
4,Waldhof,1551.23669434
5,Lok Leipzig,1526.50927734
6,Wattenscheid,1513.06091309
7,Nuernberg,1510.94152832
8,Hannover,1495.44177246
9,Chemnitz,1494.07849121
10,Fortuna Koeln,1492.98046875
11,Hertha,1482.38305664
12,Mainz,1458.4609375
13,Jena,1447.94885254
14,Bielefeld,1447.94885254
15,Luebeck,1447.94885254
16,Unterhaching,1447.94885254
17,Zwickau,1426.17126465
