,Club,Elo
0,Lautern,1569.77282715
1,Koeln,1555.8182373
2,Duisburg,1510.68103027
3,Freiburg,1501.83227539
4,Fuerth,1499.72473145
5,Karlsruhe,1478.45153809
6,Aue,1470.47302246
7,Muenchen 60,1461.84228516
8,Rostock,1455.74609375
9,Burghausen,1447.92883301
10,Paderborn,1422.68334961
11,Offenbach,1421.14208984
12,Unterhaching,1404.88659668
13,Braunschweig,1389.18127441
14,Essen,1385.28137207
15,Augsburg,1385.28137207
16,Jena,1385.28137207
17,Koblenz,1385.28137207
