,Club,Country,Level,Elo
121,Bielefeld,GER,2,1600.83227539
139,Gladbach,GER,2,1580.47827148
141,Nuernberg,GER,2,1579.34899902
168,Duisburg,GER,2,1553.58117676
176,Ulm,GER,2,1543.77087402
190,Oberhausen,GER,2,1529.76586914
200,Fuerth,GER,2,1512.86608887
210,Hannover,GER,2,1504.93164062
212,Mainz,GER,2,1504.52758789
219,St Pauli,GER,2,1495.55358887
284,St Kickers,GER,2,1457.43249512
286,Aachen,GER,2,1453.59753418
298,Chemnitz,GER,2,1443.56225586
301,Waldhof,GER,2,1441.09851074
315,Ahlen,GER,2,1428.56896973
316,Osnabrueck,GER,2,1428.56896973
317,Reutlingen,GER,2,1428.56896973
318,Saarbruecken,GER,2,1428.56896973
