,Club,Elo
0,Bochum,1609.86621094
1,Rostock,1563.0222168
2,Muenchen 60,1557.96728516
3,Aachen,1509.43164062
4,Fuerth,1506.12084961
5,Aue,1483.06640625
6,Freiburg,1478.63525391
7,Karlsruhe,1457.73718262
8,Burghausen,1456.19165039
9,Dresden,1448.73718262
10,Cottbus,1437.67529297
11,Ahlen,1430.58190918
12,Unterhaching,1410.20056152
13,Saarbruecken,1399.14245605
14,Siegen,1388.55273438
15,Paderborn,1388.55273438
16,Braunschweig,1388.55273438
17,Offenbach,1388.55273438
