,Club,Elo
0,Freiburg,1648.51965332
1,Lautern,1545.73071289
2,Paderborn,1543.55627441
3,Karlsruhe,1525.18249512
4,Nuernberg,1502.24353027
5,Braunschweig,1477.46606445
6,Union Berlin,1475.47070312
7,RB Leipzig,1464.4954834
8,Fuerth,1464.16943359
9,Duesseldorf,1462.6529541
10,Sandhausen,1457.25952148
11,Bochum,1453.05395508
12,Heidenheim,1452.5838623
13,St Pauli,1446.05065918
14,Muenchen 60,1430.43566895
15,FSV Frankfurt,1419.09484863
16,Bielefeld,1394.11535645
17,Duisburg,1383.56787109
