,Club,Country,Level,Elo
115,Hamburg,GER,2,1579.96777344
123,Bielefeld,GER,2,1566.5177002
146,Darmstadt,GER,2,1532.17993164
159,Paderborn,GER,2,1524.3848877
166,Duesseldorf,GER,2,1517.74816895
179,St Pauli,GER,2,1509.96826172
182,Fuerth,GER,2,1508.31738281
205,Heidenheim,GER,2,1490.27062988
214,Holstein,GER,2,1484.01318359
240,Nuernberg,GER,2,1462.19116211
244,Sandhausen,GER,2,1458.31921387
274,Karlsruhe,GER,2,1439.47424316
275,Hannover,GER,2,1437.40942383
284,Regensburg,GER,2,1427.45556641
296,Rostock,GER,2,1417.92443848
341,Lautern,GER,2,1383.72521973
364,Magdeburg,GER,2,1369.34594727
365,Braunschweig,GER,2,1368.92626953
