,Club,Country,Level,Elo
102,Frankfurt,GER,2,1615.40441895
130,Bochum,GER,2,1583.68151855
139,Duesseldorf,GER,2,1572.42932129
142,Fuerth,GER,2,1568.61437988
149,St Pauli,GER,2,1562.36938477
153,Cottbus,GER,2,1554.92041016
183,Duisburg,GER,2,1528.86108398
187,Muenchen 60,GER,2,1526.54345703
208,Aue,GER,2,1509.21826172
224,Aachen,GER,2,1497.37976074
253,Union Berlin,GER,2,1475.47314453
256,Paderborn,GER,2,1470.50354004
259,Ingolstadt,GER,2,1467.84985352
283,Karlsruhe,GER,2,1450.07763672
308,Braunschweig,GER,2,1433.70483398
323,FSV Frankfurt,GER,2,1424.02941895
332,Dresden,GER,2,1416.73242188
338,Rostock,GER,2,1411.48510742
