,Club,Elo
0,Werder,1597.79382324
1,Hamburg,1553.24743652
2,Duesseldorf,1550.77990723
3,Holstein,1522.33666992
4,Karlsruhe,1511.56958008
5,Schalke,1504.64929199
6,Darmstadt,1502.1550293
7,Paderborn,1501.15478516
8,Heidenheim,1495.06958008
9,St Pauli,1467.7434082
10,Nuernberg,1464.45983887
11,Hannover,1451.30541992
12,Regensburg,1447.67590332
13,Aue,1435.41723633
14,Dresden,1411.10913086
15,Rostock,1408.99487305
16,Sandhausen,1397.80603027
17,Ingolstadt,1380.90087891
