,Club,Country,Level,Elo
100,Duesseldorf,GER,2,1596.32653809
161,Hannover,GER,2,1527.45068359
167,Heidenheim,GER,2,1520.48242188
168,Darmstadt,GER,2,1520.2512207
175,Hamburg,GER,2,1514.75952148
191,Paderborn,GER,2,1498.22912598
198,Bochum,GER,2,1492.61230469
226,Holstein,GER,2,1469.51806641
227,Sandhausen,GER,2,1469.40563965
248,Aue,GER,2,1459.60900879
253,Regensburg,GER,2,1456.12475586
254,Fuerth,GER,2,1455.55163574
257,Nuernberg,GER,2,1454.26586914
264,Osnabrueck,GER,2,1442.70288086
274,St Pauli,GER,2,1434.2376709
275,Karlsruhe,GER,2,1433.8449707
285,Braunschweig,GER,2,1425.67126465
286,Wuerzburg,GER,2,1425.67126465
