,Club,Country,Level,Elo
102,Ingolstadt,GER,2,1602.39465332
136,Darmstadt,GER,2,1548.5501709
147,Braunschweig,GER,2,1538.29443359
156,Union Berlin,GER,2,1534.28308105
178,St Pauli,GER,2,1515.40820312
214,Nuernberg,GER,2,1482.21899414
223,Bochum,GER,2,1477.77563477
228,Lautern,GER,2,1473.10839844
232,Dresden,GER,2,1470.9921875
233,Heidenheim,GER,2,1470.87548828
240,Bielefeld,GER,2,1469.2409668
252,Fuerth,GER,2,1458.34692383
260,Sandhausen,GER,2,1451.31469727
277,Duesseldorf,GER,2,1437.60900879
289,Aue,GER,2,1427.47741699
323,Duisburg,GER,2,1403.20202637
324,Holstein,GER,2,1403.20202637
325,Regensburg,GER,2,1403.20202637
